hub,degree_centrality,betweenness_centrality,in_degree,out_degree,clustering_coefficient,source_delay,destination_delay,source_sla_breaches,destination_sla_breaches,total_delay_contribution,total_sla_breaches,norm_betweenness,norm_degree,norm_delay,norm_sla,bottleneck_score
Kanpur_GovndNgr_DC (Uttar Pradesh),0.0012195121951219512,0.0,1,1,0.0,925.0,1286.0,9.0,33.0,2211.0,42.0,0.0,0.010989010989010988,0.00024245122663894624,0.0011257337371679756,0.00297672561448768
Kanpur_Rawatpur_D (Uttar Pradesh),0.0012195121951219512,0.0,1,1,0.0,1300.0,2221.0,13.0,36.0,3521.0,49.0,0.0,0.010989010989010988,0.00032992330234729643,0.0013133560266959715,0.0030267369768439667
Unnao_VikasRam_D (Uttar Pradesh),0.0012195121951219512,0.0,1,1,0.0,7275.0,3638.0,24.0,90.0,10913.0,114.0,0.0,0.010989010989010988,0.0008235061906191473,0.003055563000884505,0.0034114637450402096
Varanasi_Central_H_4 (Uttar Pradesh),0.00426829268292683,0.008625128350124257,1,6,0.047619047619047616,12120.0,12559.0,61.0,84.0,24679.0,145.0,0.03619129685480397,0.06593406593406594,0.001742697483902467,0.003886461711651344,0.03016911401042119
Kanti_Central_DPP_2 (Bihar),0.0024390243902439024,0.0,2,2,1.0,585.0,744.0,24.0,34.0,1329.0,58.0,0.0,0.03296703296703296,0.0001835578138337822,0.0015545846846605376,0.008520835397915765
Saraiya_Wardno4_D (Bihar),0.0024390243902439024,0.0,2,2,1.0,1158.0,996.0,35.0,29.0,2154.0,64.0,0.0,0.03296703296703296,0.00023864518975697988,0.0017154037899702484,0.008558730107693022
Lunawada_VrdhriRD_D (Gujarat),0.0006097560975609756,0.0,1,0,0.0,0.0,308.0,0.0,7.0,308.0,7.0,0.0,0.0,0.00011538301284277033,0.00018762228952799593,5.698909663989197e-05
Karaikal_Thalthru_DC (Pondicherry),0.0012195121951219512,0.0028512329052515664,1,1,0.0,374.0,352.0,11.0,16.0,726.0,27.0,0.01196385865662602,0.010989010989010988,0.00014329394997719048,0.0007236859738936985,0.0070789796606502055
Nagapttinm_Sttyapar_D (Tamil Nadu),0.0012195121951219512,0.0028471405824491433,1,1,0.0,325.0,374.0,12.0,11.0,699.0,23.0,0.011946687147593804,0.010989010989010988,0.0001414910904015222,0.000616473237020558,0.0070564370070640425
Ponnamaravathi_Puduvalvu_D (Tamil Nadu),0.0012195121951219512,1.4881173826991473e-06,1,1,0.0,337.0,409.0,23.0,24.0,746.0,47.0,6.244185102623183e-06,0.010989010989010988,0.00014462940151472253,0.001259749658259401,0.002974558011156256
Karimnagar_DC (Telangana),0.0012195121951219512,0.0,0,2,1.0,287.0,0.0,17.0,0.0,287.0,17.0,0.0,0.010989010989010988,0.00011398078872836166,0.00045565413171084725,0.0028440960641914646
Vemulawada_Central_DPP_2 (Telangana),0.0024390243902439024,0.0016373011503147369,2,2,0.3333333333333333,211.0,364.0,6.0,20.0,575.0,26.0,0.006870164659161158,0.03296703296703296,0.00013321129086882338,0.0006968827896754134,0.010784151113633164
Peddapalli_UdaynDPP_D (Telangana),0.0006097560975609756,0.0,1,0,0.0,0.0,25.0,0.0,2.0,25.0,2.0,0.0,0.0,9.648637358669164e-05,5.360636843657026e-05,3.2162548662158446e-05
Ramagundam_Pdmavati_D (Telangana),0.0024390243902439024,0.00041034836827928987,2,2,1.0,781.0,1022.0,19.0,21.0,1803.0,40.0,0.0017218340420483427,0.03296703296703296,0.00021520801527329212,0.0010721273687314052,0.009059021265603193
Karkala_MarketRd_D (Karnataka),0.0012195121951219512,0.0004062560454768672,1,1,0.0,1630.0,238.0,52.0,19.0,1868.0,71.0,0.0017046625330161289,0.010989010989010988,0.00021954823277027134,0.0019030260794982443,0.003684225603925697
Karnal (Haryana),0.003048780487804878,0.00041072039762496464,2,3,0.6666666666666666,1298.0,253.0,13.0,13.0,1551.0,26.0,0.0017233950883239985,0.04395604395604395,0.00019838132590038813,0.0006968827896754134,0.011746327019850797
Panipat (Haryana),0.0024390243902439024,0.0008199526778672301,2,2,1.0,648.0,712.0,18.0,8.0,1360.0,26.0,0.0034405459915453737,0.03296703296703296,0.00018562776371695692,0.0006968827896754134,0.009596888698179673
Panipat_PC (Haryana),0.0018292682926829267,0.0,1,2,1.0,975.0,648.0,22.0,5.0,1623.0,27.0,0.0,0.02197802197802198,0.00020318895143550355,0.0007236859738936985,0.005653855628448425
Karnaprayag_Umalodge_D (Uttarakhand),0.0012195121951219512,0.0004114644563163142,1,1,1.0,254.0,546.0,15.0,14.0,800.0,29.0,0.00172651718087531,0.010989010989010988,0.0001482351206660591,0.0007772923423302688,0.0035051863920751605
Karukachal_MnimlaRd_D (Kerala),0.0018292682926829267,5.208410839447016e-06,2,1,0.3333333333333333,60.0,701.0,4.0,26.0,761.0,30.0,2.1854647859181142e-05,0.02197802197802198,0.00014563099016787158,0.0008040955265485539,0.005659176697780459
Karur (Tamil Nadu),0.0006097560975609756,0.0,0,1,0.0,654.0,0.0,27.0,0.0,654.0,27.0,0.0,0.0,0.00013848632444207504,0.0007236859738936985,0.00014317447719457355
Kashipur_BajprDPP_D (Uttarakhand),0.003048780487804878,0.0008117680322623849,3,2,1.0,1384.0,537.0,31.0,20.0,1921.0,51.0,0.0034062029734809466,0.04395604395604395,0.0002230871793447313,0.0013669623951325417,0.012441998183835382
Kashipur_Vaishali_D (Uttarakhand),0.003048780487804878,0.0,3,2,1.0,410.0,347.0,17.0,4.0,757.0,21.0,0.0,0.04395604395604395,0.00014536389986036517,0.0005628668685839878,0.011109781994263677
Ramnagar_BhwniGnj_D (Uttarakhand),0.0024390243902439024,0.00040997633893361505,2,2,1.0,5.0,2123.0,2.0,34.0,2128.0,36.0,0.0017202729957726869,0.03296703296703296,0.00023690910275818818,0.0009649146318582647,0.009047818260746968
Katihar_Central_D_2 (Bihar),0.0018292682926829267,0.0008221848539412789,1,2,0.3333333333333333,2070.0,804.0,35.0,22.0,2874.0,57.0,0.0034499122691993085,0.02197802197802198,0.00028672144510813414,0.0015277815004422525,0.007002822375068624
Khagaria_GodamDPP_D (Bihar),0.0012195121951219512,0.0,2,0,1.0,0.0,2307.0,0.0,53.0,2307.0,53.0,0.0,0.010989010989010988,0.00024886139401910013,0.001420568763569112,0.003022553410292889
Naugchia_Vijayght_D (Bihar),0.0018292682926829267,3.720293456747868e-07,2,1,0.3333333333333333,1137.0,1162.0,33.0,21.0,2299.0,54.0,1.5610462756557958e-06,0.02197802197802198,0.0002483272134040873,0.001447371947787397,0.005774239456221105
Katihar_Shyndco_D (Bihar),0.0012195121951219512,0.0,1,1,0.0,262.0,172.0,6.0,3.0,434.0,9.0,0.0,0.010989010989010988,0.00012379635752922234,0.00024122865796456617,0.0028143861353297373
Kayamkulam_Bhrnikvu_D (Kerala),0.0006097560975609756,0.0,0,1,0.0,30.0,0.0,1.0,0.0,30.0,1.0,0.0,0.0,9.682023647107464e-05,2.680318421828513e-05,2.822553675051143e-05
Manthuka_Central_D_1 (Kerala),0.0012195121951219512,0.0004070001041682168,1,1,0.0,492.0,30.0,5.0,1.0,522.0,6.0,0.0017077846255674405,0.010989010989010988,0.00012967234429436342,0.0001608191053097108,0.0034015183180713987
Kazhakkoottam_Rdiosttn_D (Kerala),0.0012195121951219512,0.0,0,2,1.0,222.0,0.0,12.0,0.0,222.0,12.0,0.0,0.010989010989010988,0.00010964057123138247,0.0003216382106194216,0.002822908621653506
Nasirabad_Central_DPP_2 (Rajasthan),0.0012195121951219512,0.0,1,1,1.0,687.0,848.0,20.0,28.0,1535.0,48.0,0.0,0.010989010989010988,0.00019731296467036247,0.0012865528424776864,0.0029895639147919906
Kendrpara_Kapleswr_D (Orissa),0.0012195121951219512,0.0016276283873271923,1,1,0.0,106.0,202.0,2.0,4.0,308.0,6.0,0.006829577455994106,0.010989010989010988,0.00011538301284277033,0.0001608191053097108,0.005190573475857834
Keshiary_MdnprDPP_D (West Bengal),0.0012195121951219512,0.000820324707212905,1,1,0.0,329.0,41.0,4.0,2.0,370.0,6.0,0.00344210703782103,0.010989010989010988,0.00011952291260911973,0.0001608191053097108,0.004005993804438844
Manglamaro_Bypassrd_D (West Bengal),0.0012195121951219512,0.0008162323844104822,1,1,0.0,194.0,329.0,4.0,4.0,523.0,8.0,0.0034249355287888157,0.010989010989010988,0.00012973911687124003,0.00021442547374628105,0.004010578782608585
Khammam_NSTRoad_I (Telangana),0.007317073170731707,0.0039717852944240245,5,7,0.1388888888888889,3406.0,12514.0,104.0,166.0,15920.0,270.0,0.016665730038901278,0.12087912087912088,0.0011578364830402996,0.007236859738936985,0.03742777381499629
Kodad_VidyaNgr_D (Telangana),0.0036585365853658534,0.0004490394202294677,3,3,0.6666666666666666,683.0,896.0,30.0,30.0,1579.0,60.0,0.0018841828547165455,0.054945054945054944,0.000200250958052933,0.0016081910530971078,0.014687019132892326
Kusumnchi_SKRoad_D (Telangana),0.0024390243902439024,0.0,2,2,1.0,1738.0,301.0,14.0,18.0,2039.0,32.0,0.0,0.03296703296703296,0.00023096634341617048,0.0008577018949851242,0.00842815511186005
Nalgonda_HydRoad_DC (Telangana),0.0018292682926829267,0.0019271120105953958,2,1,0.3333333333333333,3143.0,1320.0,70.0,33.0,4463.0,103.0,0.008086219707897023,0.02197802197802198,0.0003928230697650567,0.0027607279744833687,0.008836997355883221
Suryapet_Krishna_D (Telangana),0.0012195121951219512,0.0,1,1,1.0,856.0,1064.0,28.0,42.0,1920.0,70.0,0.0,0.010989010989010988,0.00022302040676785469,0.0018762228952799592,0.0030844412832367043
Tallada_PtrlBunk_D (Telangana),0.0006097560975609756,0.0,1,0,0.0,0.0,653.0,0.0,18.0,653.0,18.0,0.0,0.0,0.00013841955186519843,0.00048245731592913235,0.00010697348535566945
Khanakul_Ramnagar_D (West Bengal),0.0018292682926829267,0.0016346969448950133,1,2,0.0,235.0,236.0,5.0,8.0,471.0,13.0,0.006859237335231566,0.02197802197802198,0.00012626694287365666,0.0003484413948377067,0.007979071506780613
Khandala_Satara_D (Maharashtra),0.0012195121951219512,0.0004062560454768672,1,1,0.0,920.0,7.0,27.0,0.0,927.0,27.0,0.0017046625330161289,0.010989010989010988,0.0001567152379293877,0.0007236859738936985,0.003491616339374794
Khanna_DC (Punjab),0.0018292682926829267,0.0,2,1,1.0,221.0,668.0,12.0,32.0,889.0,44.0,0.0,0.02197802197802198,0.0001541778800080768,0.0011793401056045458,0.005709950980348196
Khanpur_Nrsampt_D (Telangana),0.0012195121951219512,0.0012299290168008453,1,1,0.0,831.0,96.0,38.0,7.0,927.0,45.0,0.005160818987318061,0.010989010989010988,0.0001567152379293877,0.001206143289822831,0.00477363969576984
Mahbubabad_Yellanda_D (Telangana),0.0012195121951219512,0.0012258366939984226,1,1,0.0,-323.0,831.0,0.0,38.0,508.0,38.0,0.005143647478285847,0.010989010989010988,0.00012873752821809098,0.001018521000294835,0.004732491896751542
Sultanganj_Wardno3_D (Bihar),0.0012195121951219512,0.0,2,0,1.0,0.0,245.0,0.0,6.0,245.0,6.0,0.0,0.010989010989010988,0.00011117634049954434,0.0001608191053097108,0.00279916969817409
Jhargram_UBamdDPP_D (West Bengal),0.0006097560975609756,0.0,1,0,0.0,0.0,1244.0,0.0,26.0,1244.0,26.0,0.0,0.0,0.00017788214479927094,0.0006968827896754134,0.00014900295465112973
Midnapore_Talkui_D (West Bengal),0.0012195121951219512,0.002424143216416911,1,1,1.0,10157.0,157.0,20.0,5.0,10314.0,25.0,0.010171777532173165,0.010989010989010988,0.000783509417070062,0.0006700796054571283,0.006603764178599439
Khargram_BoiDPP_D (West Bengal),0.0012195121951219512,0.0016309766514382654,1,1,0.0,86.0,813.0,5.0,33.0,899.0,38.0,0.006843626872475008,0.010989010989010988,0.00015484560577684283,0.001018521000294835,0.005334011704107436
Meerut (Uttar Pradesh),0.0024390243902439024,0.0012195121951219512,3,1,0.6666666666666666,929.0,305.0,15.0,10.0,1234.0,25.0,0.005117109691599698,0.03296703296703296,0.0001772144190305049,0.0006700796054571283,0.010177562179394332
Khatra_KoralDPP_D (West Bengal),0.0018292682926829267,0.0008162323844104822,1,2,0.6666666666666666,1288.0,149.0,4.0,10.0,1437.0,14.0,0.0034249355287888157,0.02197802197802198,0.00019076925213645535,0.00037524457905599185,0.006797211929474093
Simlapal_Central_D_1 (West Bengal),0.0012195121951219512,0.0008121400616080596,1,1,1.0,6925.0,37.0,10.0,3.0,6962.0,13.0,0.003407764019756602,0.010989010989010988,0.000559687739379688,0.0003484413948377067,0.004132158298238137
Kolhapur_Central_H_2 (Maharashtra),0.0012195121951219512,0.0014881173826991473,1,1,0.0,5640.0,379.0,23.0,5.0,6019.0,28.0,0.006244185102623183,0.010989010989010988,0.0004967211993850512,0.0007504891581119837,0.005169471206733922
Khedbrahma_Patelfli_D (Gujarat),0.0012195121951219512,0.0,1,1,1.0,1887.0,564.0,30.0,14.0,2451.0,44.0,0.0,0.010989010989010988,0.000258476645089331,0.0011793401056045458,0.0029887729243657617
Khetri_NagarDPP_D (Rajasthan),0.0012195121951219512,0.001235509456985967,1,1,0.0,95.0,69.0,4.0,2.0,164.0,6.0,0.005184234681452897,0.010989010989010988,0.00010576776177253948,0.0001608191053097108,0.004612299692000853
NeemKaThana_War5DPP_D (Rajasthan),0.0018292682926829267,0.0008244170300153276,1,2,0.0,505.0,95.0,13.0,4.0,600.0,17.0,0.0034592785468532433,0.02197802197802198,0.00013488060529073847,0.00045565413171084725,0.006807321256983441
Khonsa_Central_D_1 (Arunachal Pradesh),0.0006097560975609756,0.0,0,1,0.0,7027.0,0.0,86.0,0.0,7027.0,86.0,0.0,0.0,0.0005640279568766672,0.0023050738427725214,0.00048676806563504503
Pangodu_Central_D_1 (Kerala),0.0012195121951219512,0.0016395333263887854,1,1,0.0,183.0,50.0,9.0,6.0,233.0,15.0,0.006879530936815092,0.010989010989010988,0.00011037506957702509,0.00040204776327427695,0.0052429895070234276
Agra (Uttar Pradesh),0.0006097560975609756,0.0,1,0,0.0,0.0,2579.0,0.0,7.0,2579.0,7.0,0.0,0.0,0.00026702353492953624,0.00018762228952799593,9.489922716158345e-05
Parbatsar_AjmhwDPP_D (Rajasthan),0.0012195121951219512,0.001635068974240688,1,1,0.0,114.0,360.0,6.0,11.0,474.0,17.0,0.006860798381507222,0.010989010989010988,0.00012646726060428648,0.00045565413171084725,0.0052484971156879735
Kodaikanal_Athithnr_DC (Tamil Nadu),0.0012195121951219512,4.092322802422655e-06,1,1,0.0,-534.0,-886.0,0.0,0.0,-1420.0,0.0,1.7171509032213755e-05,0.010989010989010988,0.0,0.0,0.002753262775414022
Kodinar_NCplxDPP_D (Gujarat),0.0012195121951219512,1.674132055536541e-05,1,1,0.0,1420.0,2206.0,69.0,77.0,3626.0,146.0,7.024708240451082e-05,0.010989010989010988,0.0003369344229193398,0.003913264895869629,0.003443062566204605
Una_Mamlatdr_DC (Gujarat),0.0012195121951219512,1.674132055536541e-05,1,1,0.0,1694.0,1420.0,64.0,69.0,3114.0,133.0,7.024708240451082e-05,0.010989010989010988,0.0003027468635585189,0.0035648235010319225,0.003382249467138744
Koduru_MGRoad_D (Andhra Pradesh),0.0012195121951219512,3.3482641110730813e-06,1,1,0.0,1781.0,4038.0,70.0,128.0,5819.0,198.0,1.4049416480902161e-05,0.010989010989010988,0.00048336668400973063,0.005307030475220456,0.003669066285306564
Rajampet_RSRoad_D (Andhra Pradesh),0.0012195121951219512,3.3482641110730813e-06,1,1,0.0,7875.0,1781.0,136.0,70.0,9656.0,206.0,1.4049416480902161e-05,0.010989010989010988,0.0007395730614852571,0.005521455948966737,0.0037652817007373875
Kokrajhar_HplrdDPP_D (Assam),0.0006097560975609756,0.0,0,1,0.0,240.0,0.0,6.0,0.0,240.0,6.0,0.0,0.0,0.00011084247761516132,0.0001608191053097108,5.1833485200246954e-05
Mulbagal_Sunku_D (Karnataka),0.0012195121951219512,0.0,1,1,1.0,1603.0,515.0,70.0,50.0,2118.0,120.0,0.0,0.010989010989010988,0.00023624137698942215,0.0032163821061942156,0.0032887704074292348
Nipani_AkkolRD_D (Karnataka),0.0012195121951219512,0.002048393577285376,1,1,0.0,53.0,563.0,4.0,20.0,616.0,24.0,0.00859512079376081,0.010989010989010988,0.00013594896652076413,0.0006432764212388432,0.005886023729885048
Ratnagiri_MjgaonRd_D (Maharashtra),0.0012195121951219512,0.00041034836827928987,1,1,1.0,3094.0,5030.0,32.0,49.0,8124.0,81.0,0.0017218340420483427,0.010989010989010988,0.000637277473710301,0.0021710579216810957,0.0038348727186494065
Satara_DC (Maharashtra),0.0018292682926829267,0.001872423696781202,1,2,0.3333333333333333,375.0,2829.0,17.0,47.0,3204.0,64.0,0.00785674590537562,0.02197802197802198,0.0003087563954774132,0.0017154037899702484,0.008578866228751852
Kolkata_TrtllaRD_L (West Bengal),0.0012195121951219512,0.0,1,1,0.0,1157.0,6912.0,27.0,83.0,8069.0,110.0,0.0,0.010989010989010988,0.0006336049819820878,0.0029483502640113646,0.0033479065323499735
Manteswar_MemariRD_D (West Bengal),0.0018292682926829267,0.0012332772809119184,1,2,0.0,111.0,532.0,5.0,12.0,643.0,17.0,0.005174868403798963,0.02197802197802198,0.00013775182609643242,0.00045565413171084725,0.007408495512115867
Tarkeshwar_Naraynpr_D (West Bengal),0.0012195121951219512,0.001638789267697436,1,1,0.0,236.0,1774.0,8.0,16.0,2010.0,24.0,0.00687640884426378,0.010989010989010988,0.000229029938686749,0.0006432764212388432,0.005307744790602583
Kolkata_Narynpur_C (West Bengal),0.0006097560975609756,0.0,0,1,0.0,2873.0,0.0,50.0,0.0,2873.0,50.0,0.0,0.0,0.0002866546725312576,0.0013401592109142566,0.00027268754976995284
Howrah_Salap_DC (West Bengal),0.0006097560975609756,0.0,1,0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,9.521769462603617e-05,0.0,2.3804423656509042e-05
Karungaply_Mrtrklgr_D (Kerala),0.0006097560975609756,0.0,1,0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,9.521769462603617e-05,0.0,2.3804423656509042e-05
Kottarakkara_Amankovl_D (Kerala),0.0012195121951219512,1.4509144481316686e-05,1,1,0.0,361.0,410.0,41.0,46.0,771.0,87.0,6.088080475057603e-05,0.010989010989010988,0.0001462987159366376,0.0023318770269908063,0.003154917261948229
Malavalli_SulthnRd_D (Karnataka),0.0018292682926829267,0.00041927707257548476,2,1,0.3333333333333333,315.0,236.0,18.0,4.0,551.0,22.0,0.0017592991526640819,0.02197802197802198,0.0001316087490237849,0.0005896700528022729,0.006231612893114211
Konch_Central_D_2 (Uttar Pradesh),0.0012195121951219512,0.0016268843286358428,1,1,0.0,840.0,478.0,13.0,30.0,1318.0,43.0,0.006826455363442795,0.010989010989010988,0.00018282331548813958,0.0011525369213862607,0.005355098491537699
Rath_Mughlpra_D (Uttar Pradesh),0.0012195121951219512,0.0016227920058334202,1,1,0.0,2782.0,840.0,25.0,13.0,3622.0,38.0,0.0068092838544105815,0.010989010989010988,0.0003366673326118334,0.001018521000294835,0.005367447079493634
Kopargaon_NkshtrPz_D (Maharashtra),0.003048780487804878,0.00040513995743984285,3,2,0.5,939.0,540.0,46.0,32.0,1479.0,78.0,0.0016999793941891615,0.04395604395604395,0.0001935737003652727,0.00209064836902624,0.01194599445742245
Shrirampur_DavkharRd_D (Maharashtra),0.00426829268292683,0.000815116296373458,4,3,0.6,1073.0,2061.0,52.0,78.0,3134.0,130.0,0.0034202523899618488,0.06593406593406594,0.000304082315096051,0.003484413948377067,0.018279287491033705
Vaijiapur_YeolaRD_D (Maharashtra),0.0024390243902439024,0.002026443845890564,3,1,0.8333333333333334,9545.0,1202.0,179.0,51.0,10747.0,230.0,0.00850301906349712,0.03296703296703296,0.0008124219428576312,0.00616473237020558,0.012345630255227476
Koppa_BMRd_D (Karnataka),0.0018292682926829267,0.001221744371196,1,2,0.3333333333333333,625.0,1824.0,33.0,45.0,2449.0,78.0,0.005126475969253634,0.02197802197802198,0.0002583430999355778,0.00209064836902624,0.0076669551140820975
Madikeri_MuthpTmp_D (Karnataka),0.0012195121951219512,0.0,1,1,1.0,2457.0,588.0,50.0,31.0,3045.0,81.0,0.0,0.010989010989010988,0.00029813955575403334,0.0021710579216810957,0.00314744632444342
Koppa_Sangetha_D (Karnataka),0.0012195121951219512,0.0004062560454768672,1,1,1.0,319.0,22.0,3.0,1.0,341.0,4.0,0.0017046625330161289,0.010989010989010988,0.00011758650787969824,0.00010721273687314052,0.0033893631713092878
Shimoga_DC (Karnataka),0.003048780487804878,0.0020372326969151327,3,2,0.3,11030.0,749.0,102.0,10.0,11779.0,112.0,0.008548289405491138,0.04395604395604395,0.0008813312421942857,0.003001956632447935,0.014651538586348647
Koraput_GhtimDPP_D (Orissa),0.0012195121951219512,0.0,1,1,1.0,30.0,4050.0,2.0,15.0,4080.0,17.0,0.0,0.010989010989010988,0.00036724917282131763,0.00045565413171084725,0.0029074131602147037
Koratla_BhemuDPP_D (Telangana),0.0006097560975609756,0.0,0,1,0.0,71.0,0.0,2.0,0.0,71.0,2.0,0.0,0.0,9.955791212301538e-05,5.360636843657026e-05,3.293043329623938e-05
Korba_Tilknagr_DC (Chhattisgarh),0.0006097560975609756,0.0,0,1,0.0,2078.0,0.0,27.0,0.0,2078.0,27.0,0.0,0.0,0.000233570473914358,0.0007236859738936985,0.00016694551456264428
Raigarh_MithmdRd_D (Chhattisgarh),0.0006097560975609756,0.0,1,0,0.0,0.0,2078.0,0.0,27.0,2078.0,27.0,0.0,0.0,0.000233570473914358,0.0007236859738936985,0.00016694551456264428
Ooty_Davisdle_D (Tamil Nadu),0.0012195121951219512,1.7113349901040193e-05,1,1,0.0,692.0,162.0,18.0,11.0,854.0,29.0,7.180812868016661e-05,0.010989010989010988,0.00015184083981739568,0.0007772923423302688,0.002926939653594695
Kothanalloor_Majoor_D (Kerala),0.0012195121951219512,0.00041406866173603773,1,1,0.0,30.0,107.0,1.0,1.0,137.0,2.0,0.0017374445048049007,0.010989010989010988,0.00010396490219687119,5.360636843657026e-05,0.0033893905047491656
Vaikom_KotyamRD_D (Kerala),0.0006097560975609756,0.0,1,0,0.0,0.0,30.0,0.0,1.0,30.0,1.0,0.0,0.0,9.682023647107464e-05,2.680318421828513e-05,2.822553675051143e-05
Kotputli_LXngrDPP_D (Rajasthan),0.0006097560975609756,0.0,0,1,0.0,263.0,0.0,17.0,0.0,263.0,17.0,0.0,0.0,0.00011237824688332319,0.00045565413171084725,9.644268147745789e-05
Paota_SmClyDPP_D (Rajasthan),0.0018292682926829267,0.0004073721335138916,1,2,0.3333333333333333,585.0,263.0,21.0,17.0,848.0,38.0,0.0017093456718430965,0.02197802197802198,0.00015144020435613607,0.001018521000294835,0.006283414680783838
Punalur_PostofJN_D (Kerala),0.0018292682926829267,0.0004196491019211595,1,2,0.3333333333333333,1292.0,361.0,47.0,41.0,1653.0,88.0,0.0017608601989397375,0.02197802197802198,0.00020519212874180165,0.0023586802112090916,0.006515906628001217
Tiruvalla_TKRoad_D (Kerala),0.0018292682926829267,0.00123885772109704,1,2,0.3333333333333333,164.0,290.0,19.0,39.0,454.0,58.0,0.005198284097933799,0.02197802197802198,0.0001251318090667544,0.0015545846846605376,0.007578375583748094
Koyilandy_Pshrikvu_D (Kerala),0.0018292682926829267,0.0,2,1,0.6666666666666666,202.0,939.0,26.0,4.0,1141.0,30.0,0.0,0.02197802197802198,0.0001710045693809808,0.0008040955265485539,0.0056578709658330235
Vadakara_Mandodi_D (Kerala),0.0024390243902439024,0.000821812824595604,3,1,0.3333333333333333,396.0,603.0,33.0,34.0,999.0,67.0,0.0034483512229236527,0.03296703296703296,0.00016152286346450315,0.0017958133426251037,0.009758433887041411
Kozhenchery_Cherukole_D (Kerala),0.0012195121951219512,0.0,1,1,1.0,226.0,69.0,12.0,8.0,295.0,20.0,0.0,0.010989010989010988,0.0001145149693433745,0.0005360636843657026,0.002856291042243446
Kozhikode_Central_H_4 (Kerala),0.0036585365853658534,0.002455393681453593,2,4,0.06666666666666667,2581.0,2017.0,42.0,50.0,4598.0,92.0,0.010302905419328252,0.054945054945054944,0.0004018373676433981,0.002465892948082232,0.01781262391715181
Tirurangadi_Kooriyad_D (Kerala),0.0012195121951219512,1.0416821678894031e-05,1,1,0.0,122.0,11.0,11.0,1.0,133.0,12.0,4.3709295718362284e-05,0.010989010989010988,0.00010369781188936477,0.0003216382106194216,0.002836721185319428
Kozhikode_Feroke_H (Kerala),0.0018292682926829267,1.4881173826991473e-06,1,2,0.3333333333333333,1256.0,57.0,7.0,2.0,1313.0,9.0,6.244185102623183e-06,0.02197802197802198,0.00018248945260375656,0.00024122865796456617,0.005578497621137038
Krishnanagar_AnadiDPP_D (West Bengal),0.0012195121951219512,0.0004114644563163142,1,1,0.0,20.0,64.0,1.0,2.0,84.0,3.0,0.00172651718087531,0.010989010989010988,0.00010042595562241121,8.04095526548554e-05,0.0033887016823629366
Hanskhali_Central_D_1 (West Bengal),0.0006097560975609756,0.0,1,0,0.0,0.0,20.0,0.0,1.0,20.0,1.0,0.0,0.0,9.615251070230862e-05,2.680318421828513e-05,2.8058605308319925e-05
Kulithalai_AnnaNGR_D (Tamil Nadu),0.0012195121951219512,2.232176074048721e-06,1,1,0.0,41.0,5234.0,2.0,89.0,5275.0,91.0,9.366277653934776e-06,0.010989010989010988,0.0004470424021888585,0.002439089763863947,0.0032281550095584308
Tiruchi_Manikndm_H (Tamil Nadu),0.0012195121951219512,0.0,2,0,0.0,0.0,172.0,0.0,3.0,172.0,3.0,0.0,0.010989010989010988,0.0001063019423875523,8.04095526548554e-05,0.0027858896657478637
Kullu_AkhraBzr_D (Himachal Pradesh),0.0012195121951219512,0.0024341880087501303,1,1,0.0,4459.0,1525.0,25.0,29.0,5984.0,54.0,0.010213925781615871,0.010989010989010988,0.0004943841591943701,0.001447371947787397,0.006662828602785004
Kumbakonam_Mettu_DC (Tamil Nadu),0.0006097560975609756,0.0,0,1,0.0,663.0,0.0,22.0,0.0,663.0,22.0,0.0,0.0,0.00013908727763396446,0.0005896700528022729,0.00012322232732883204
Mylduthuri_Thiruviz_D (Tamil Nadu),0.0012195121951219512,7.440586913495736e-07,1,1,0.0,1824.0,663.0,36.0,22.0,2487.0,58.0,3.1220925513115916e-06,0.010989010989010988,0.00026088045785688875,0.0015545846846605376,0.003046753296809009
Kundapura_DC (Karnataka),0.0018292682926829267,0.0009304453935326418,2,1,0.3333333333333333,233.0,260.0,8.0,9.0,493.0,17.0,0.003904176735415145,0.02197802197802198,0.00012773593956494193,0.00045565413171084725,0.006961249456548658
Nandikotkr_UmarDPP_D (Andhra Pradesh),0.0012195121951219512,0.000820324707212905,1,1,0.0,537.0,515.0,24.0,26.0,1052.0,50.0,0.00344210703782103,0.010989010989010988,0.00016506181003896314,0.0013401592109142566,0.004194279544636986
Nandyal_SrnvsNgr_D (Andhra Pradesh),0.0012195121951219512,0.0012299290168008453,1,1,1.0,859.0,1008.0,30.0,47.0,1867.0,77.0,0.005160818987318061,0.010989010989010988,0.00021948146019339472,0.0020638451848079553,0.0049179865355836105
Kurukshetra_DC (Haryana),0.0012195121951219512,0.0012332772809119184,1,1,0.0,429.0,5705.0,43.0,102.0,6134.0,145.0,0.005174868403798963,0.010989010989010988,0.0005044000457258606,0.003886461711651344,0.0052675259567615505
Pehowa_WdN14DPP_D (Haryana),0.0012195121951219512,0.0008229289126326284,1,1,0.0,860.0,429.0,44.0,43.0,1289.0,87.0,0.00345303436175062,0.010989010989010988,0.00018088691075871807,0.0023318770269908063,0.004350818055603764
